LARGE DATASET AUDIT DUMP | ACCOUNT: 50200012345678 | BILL NO: INV-2026-0098 
TRANSACTION ENTRY #1569 | REF: TXN-00020397 | AMOUNT: Rs. 156900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1570 | REF: TXN-00020410 | AMOUNT: Rs. 157000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1571 | REF: TXN-00020423 | AMOUNT: Rs. 157100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1572 | REF: TXN-00020436 | AMOUNT: Rs. 157200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1573 | REF: TXN-00020449 | AMOUNT: Rs. 157300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1574 | REF: TXN-00020462 | AMOUNT: Rs. 157400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1575 | REF: TXN-00020475 | AMOUNT: Rs. 157500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1576 | REF: TXN-00020488 | AMOUNT: Rs. 157600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1577 | REF: TXN-00020501 | AMOUNT: Rs. 157700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1578 | REF: TXN-00020514 | AMOUNT: Rs. 157800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1579 | REF: TXN-00020527 | AMOUNT: Rs. 157900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1580 | REF: TXN-00020540 | AMOUNT: Rs. 158000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1581 | REF: TXN-00020553 | AMOUNT: Rs. 158100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1582 | REF: TXN-00020566 | AMOUNT: Rs. 158200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1583 | REF: TXN-00020579 | AMOUNT: Rs. 158300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1584 | REF: TXN-00020592 | AMOUNT: Rs. 158400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1585 | REF: TXN-00020605 | AMOUNT: Rs. 158500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1586 | REF: TXN-00020618 | AMOUNT: Rs. 158600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1587 | REF: TXN-00020631 | AMOUNT: Rs. 158700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1588 | REF: TXN-00020644 | AMOUNT: Rs. 158800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1589 | REF: TXN-00020657 | AMOUNT: Rs. 158900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1590 | REF: TXN-00020670 | AMOUNT: Rs. 159000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1591 | REF: TXN-00020683 | AMOUNT: Rs. 159100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1592 | REF: TXN-00020696 | AMOUNT: Rs. 159200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1593 | REF: TXN-00020709 | AMOUNT: Rs. 159300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1594 | REF: TXN-00020722 | AMOUNT: Rs. 159400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1595 | REF: TXN-00020735 | AMOUNT: Rs. 159500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1596 | REF: TXN-00020748 | AMOUNT: Rs. 159600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1597 | REF: TXN-00020761 | AMOUNT: Rs. 159700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1598 | REF: TXN-00020774 | AMOUNT: Rs. 159800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1599 | REF: TXN-00020787 | AMOUNT: Rs. 159900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1600 | REF: TXN-00020800 | AMOUNT: Rs. 160000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1601 | REF: TXN-00020813 | AMOUNT: Rs. 160100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1602 | REF: TXN-00020826 | AMOUNT: Rs. 160200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1603 | REF: TXN-00020839 | AMOUNT: Rs. 160300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1604 | REF: TXN-00020852 | AMOUNT: Rs. 160400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1605 | REF: TXN-00020865 | AMOUNT: Rs. 160500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1606 | REF: TXN-00020878 | AMOUNT: Rs. 160600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1607 | REF: TXN-00020891 | AMOUNT: Rs. 160700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1608 | REF: TXN-00020904 | AMOUNT: Rs. 160800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1609 | REF: TXN-00020917 | AMOUNT: Rs. 160900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1610 | REF: TXN-00020930 | AMOUNT: Rs. 161000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1611 | REF: TXN-00020943 | AMOUNT: Rs. 161100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1612 | REF: TXN-00020956 | AMOUNT: Rs. 161200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1613 | REF: TXN-00020969 | AMOUNT: Rs. 161300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1614 | REF: TXN-00020982 | AMOUNT: Rs. 161400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1615 | REF: TXN-00020995 | AMOUNT: Rs. 161500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1616 | REF: TXN-00021008 | AMOUNT: Rs. 161600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1617 | REF: TXN-00021021 | AMOUNT: Rs. 161700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1618 | REF: TXN-00021034 | AMOUNT: Rs. 161800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1619 | REF: TXN-00021047 | AMOUNT: Rs. 161900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1620 | REF: TXN-00021060 | AMOUNT: Rs. 162000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1621 | REF: TXN-00021073 | AMOUNT: Rs. 162100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1622 | REF: TXN-00021086 | AMOUNT: Rs. 162200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1623 | REF: TXN-00021099 | AMOUNT: Rs. 162300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1624 | REF: TXN-00021112 | AMOUNT: Rs. 162400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1625 | REF: TXN-00021125 | AMOUNT: Rs. 162500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1626 | REF: TXN-00021138 | AMOUNT: Rs. 162600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1627 | REF: TXN-00021151 | AMOUNT: Rs. 162700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1628 | REF: TXN-00021164 | AMOUNT: Rs. 162800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1629 | REF: TXN-00021177 | AMOUNT: Rs. 162900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1630 | REF: TXN-00021190 | AMOUNT: Rs. 163000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1631 | REF: TXN-00021203 | AMOUNT: Rs. 163100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1632 | REF: TXN-00021216 | AMOUNT: Rs. 163200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1633 | REF: TXN-00021229 | AMOUNT: Rs. 163300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1634 | REF: TXN-00021242 | AMOUNT: Rs. 163400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1635 | REF: TXN-00021255 | AMOUNT: Rs. 163500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1636 | REF: TXN-00021268 | AMOUNT: Rs. 163600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1637 | REF: TXN-00021281 | AMOUNT: Rs. 163700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1638 | REF: TXN-00021294 | AMOUNT: Rs. 163800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1639 | REF: TXN-00021307 | AMOUNT: Rs. 163900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1640 | REF: TXN-00021320 | AMOUNT: Rs. 164000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1641 | REF: TXN-00021333 | AMOUNT: Rs. 164100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1642 | REF: TXN-00021346 | AMOUNT: Rs. 164200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1643 | REF: TXN-00021359 | AMOUNT: Rs. 164300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1644 | REF: TXN-00021372 | AMOUNT: Rs. 164400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1645 | REF: TXN-00021385 | AMOUNT: Rs. 164500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1646 | REF: TXN-00021398 | AMOUNT: Rs. 164600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1647 | REF: TXN-00021411 | AMOUNT: Rs. 164700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1648 | REF: TXN-00021424 | AMOUNT: Rs. 164800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1649 | REF: TXN-00021437 | AMOUNT: Rs. 164900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1650 | REF: TXN-00021450 | AMOUNT: Rs. 165000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1651 | REF: TXN-00021463 | AMOUNT: Rs. 165100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1652 | REF: TXN-00021476 | AMOUNT: Rs. 165200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1653 | REF: TXN-00021489 | AMOUNT: Rs. 165300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1654 | REF: TXN-00021502 | AMOUNT: Rs. 165400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1655 | REF: TXN-00021515 | AMOUNT: Rs. 165500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1656 | REF: TXN-00021528 | AMOUNT: Rs. 165600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1657 | REF: TXN-00021541 | AMOUNT: Rs. 165700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1658 | REF: TXN-00021554 | AMOUNT: Rs. 165800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1659 | REF: TXN-00021567 | AMOUNT: Rs. 165900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1660 | REF: TXN-00021580 | AMOUNT: Rs. 166000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1661 | REF: TXN-00021593 | AMOUNT: Rs. 166100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1662 | REF: TXN-00021606 | AMOUNT: Rs. 166200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1663 | REF: TXN-00021619 | AMOUNT: Rs. 166300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1664 | REF: TXN-00021632 | AMOUNT: Rs. 166400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1665 | REF: TXN-00021645 | AMOUNT: Rs. 166500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1666 | REF: TXN-00021658 | AMOUNT: Rs. 166600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1667 | REF: TXN-00021671 | AMOUNT: Rs. 166700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1668 | REF: TXN-00021684 | AMOUNT: Rs. 166800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1669 | REF: TXN-00021697 | AMOUNT: Rs. 166900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1670 | REF: TXN-00021710 | AMOUNT: Rs. 167000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1671 | REF: TXN-00021723 | AMOUNT: Rs. 167100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1672 | REF: TXN-00021736 | AMOUNT: Rs. 167200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1673 | REF: TXN-00021749 | AMOUNT: Rs. 167300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1674 | REF: TXN-00021762 | AMOUNT: Rs. 167400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1675 | REF: TXN-00021775 | AMOUNT: Rs. 167500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1676 | REF: TXN-00021788 | AMOUNT: Rs. 167600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1677 | REF: TXN-00021801 | AMOUNT: Rs. 167700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1678 | REF: TXN-00021814 | AMOUNT: Rs. 167800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1679 | REF: TXN-00021827 | AMOUNT: Rs. 167900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1680 | REF: TXN-00021840 | AMOUNT: Rs. 168000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1681 | REF: TXN-00021853 | AMOUNT: Rs. 168100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1682 | REF: TXN-00021866 | AMOUNT: Rs. 168200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1683 | REF: TXN-00021879 | AMOUNT: Rs. 168300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1684 | REF: TXN-00021892 | AMOUNT: Rs. 168400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1685 | REF: TXN-00021905 | AMOUNT: Rs. 168500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1686 | REF: TXN-00021918 | AMOUNT: Rs. 168600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1687 | REF: TXN-00021931 | AMOUNT: Rs. 168700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1688 | REF: TXN-00021944 | AMOUNT: Rs. 168800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1689 | REF: TXN-00021957 | AMOUNT: Rs. 168900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1690 | REF: TXN-00021970 | AMOUNT: Rs. 169000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1691 | REF: TXN-00021983 | AMOUNT: Rs. 169100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1692 | REF: TXN-00021996 | AMOUNT: Rs. 169200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1693 | REF: TXN-00022009 | AMOUNT: Rs. 169300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1694 | REF: TXN-00022022 | AMOUNT: Rs. 169400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1695 | REF: TXN-00022035 | AMOUNT: Rs. 169500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1696 | REF: TXN-00022048 | AMOUNT: Rs. 169600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1697 | REF: TXN-00022061 | AMOUNT: Rs. 169700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1698 | REF: TXN-00022074 | AMOUNT: Rs. 169800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1699 | REF: TXN-00022087 | AMOUNT: Rs. 169900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1700 | REF: TXN-00022100 | AMOUNT: Rs. 170000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1701 | REF: TXN-00022113 | AMOUNT: Rs. 170100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1702 | REF: TXN-00022126 | AMOUNT: Rs. 170200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1703 | REF: TXN-00022139 | AMOUNT: Rs. 170300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1704 | REF: TXN-00022152 | AMOUNT: Rs. 170400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1705 | REF: TXN-00022165 | AMOUNT: Rs. 170500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1706 | REF: TXN-00022178 | AMOUNT: Rs. 170600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1707 | REF: TXN-00022191 | AMOUNT: Rs. 170700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1708 | REF: TXN-00022204 | AMOUNT: Rs. 170800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1709 | REF: TXN-00022217 | AMOUNT: Rs. 170900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1710 | REF: TXN-00022230 | AMOUNT: Rs. 171000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1711 | REF: TXN-00022243 | AMOUNT: Rs. 171100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1712 | REF: TXN-00022256 | AMOUNT: Rs. 171200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1713 | REF: TXN-00022269 | AMOUNT: Rs. 171300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1714 | REF: TXN-00022282 | AMOUNT: Rs. 171400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1715 | REF: TXN-00022295 | AMOUNT: Rs. 171500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1716 | REF: TXN-00022308 | AMOUNT: Rs. 171600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1717 | REF: TXN-00022321 | AMOUNT: Rs. 171700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1718 | REF: TXN-00022334 | AMOUNT: Rs. 171800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1719 | REF: TXN-00022347 | AMOUNT: Rs. 171900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1720 | REF: TXN-00022360 | AMOUNT: Rs. 172000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1721 | REF: TXN-00022373 | AMOUNT: Rs. 172100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1722 | REF: TXN-00022386 | AMOUNT: Rs. 172200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1723 | REF: TXN-00022399 | AMOUNT: Rs. 172300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1724 | REF: TXN-00022412 | AMOUNT: Rs. 172400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1725 | REF: TXN-00022425 | AMOUNT: Rs. 172500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1726 | REF: TXN-00022438 | AMOUNT: Rs. 172600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1727 | REF: TXN-00022451 | AMOUNT: Rs. 172700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1728 | REF: TXN-00022464 | AMOUNT: Rs. 172800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1729 | REF: TXN-00022477 | AMOUNT: Rs. 172900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1730 | REF: TXN-00022490 | AMOUNT: Rs. 173000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1731 | REF: TXN-00022503 | AMOUNT: Rs. 173100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1732 | REF: TXN-00022516 | AMOUNT: Rs. 173200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1733 | REF: TXN-00022529 | AMOUNT: Rs. 173300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1734 | REF: TXN-00022542 | AMOUNT: Rs. 173400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1735 | REF: TXN-00022555 | AMOUNT: Rs. 173500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1736 | REF: TXN-00022568 | AMOUNT: Rs. 173600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1737 | REF: TXN-00022581 | AMOUNT: Rs. 173700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1738 | REF: TXN-00022594 | AMOUNT: Rs. 173800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1739 | REF: TXN-00022607 | AMOUNT: Rs. 173900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1740 | REF: TXN-00022620 | AMOUNT: Rs. 174000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1741 | REF: TXN-00022633 | AMOUNT: Rs. 174100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1742 | REF: TXN-00022646 | AMOUNT: Rs. 174200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1743 | REF: TXN-00022659 | AMOUNT: Rs. 174300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1744 | REF: TXN-00022672 | AMOUNT: Rs. 174400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1745 | REF: TXN-00022685 | AMOUNT: Rs. 174500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1746 | REF: TXN-00022698 | AMOUNT: Rs. 174600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1747 | REF: TXN-00022711 | AMOUNT: Rs. 174700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1748 | REF: TXN-00022724 | AMOUNT: Rs. 174800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1749 | REF: TXN-00022737 | AMOUNT: Rs. 174900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1750 | REF: TXN-00022750 | AMOUNT: Rs. 175000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1751 | REF: TXN-00022763 | AMOUNT: Rs. 175100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1752 | REF: TXN-00022776 | AMOUNT: Rs. 175200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1753 | REF: TXN-00022789 | AMOUNT: Rs. 175300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1754 | REF: TXN-00022802 | AMOUNT: Rs. 175400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1755 | REF: TXN-00022815 | AMOUNT: Rs. 175500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1756 | REF: TXN-00022828 | AMOUNT: Rs. 175600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1757 | REF: TXN-00022841 | AMOUNT: Rs. 175700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1758 | REF: TXN-00022854 | AMOUNT: Rs. 175800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1759 | REF: TXN-00022867 | AMOUNT: Rs. 175900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1760 | REF: TXN-00022880 | AMOUNT: Rs. 176000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1761 | REF: TXN-00022893 | AMOUNT: Rs. 176100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1762 | REF: TXN-00022906 | AMOUNT: Rs. 176200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1763 | REF: TXN-00022919 | AMOUNT: Rs. 176300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1764 | REF: TXN-00022932 | AMOUNT: Rs. 176400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1765 | REF: TXN-00022945 | AMOUNT: Rs. 176500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1766 | REF: TXN-00022958 | AMOUNT: Rs. 176600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1767 | REF: TXN-00022971 | AMOUNT: Rs. 176700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1768 | REF: TXN-00022984 | AMOUNT: Rs. 176800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1769 | REF: TXN-00022997 | AMOUNT: Rs. 176900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1770 | REF: TXN-00023010 | AMOUNT: Rs. 177000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1771 | REF: TXN-00023023 | AMOUNT: Rs. 177100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1772 | REF: TXN-00023036 | AMOUNT: Rs. 177200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1773 | REF: TXN-00023049 | AMOUNT: Rs. 177300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1774 | REF: TXN-00023062 | AMOUNT: Rs. 177400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1775 | REF: TXN-00023075 | AMOUNT: Rs. 177500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1776 | REF: TXN-00023088 | AMOUNT: Rs. 177600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1777 | REF: TXN-00023101 | AMOUNT: Rs. 177700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1778 | REF: TXN-00023114 | AMOUNT: Rs. 177800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1779 | REF: TXN-00023127 | AMOUNT: Rs. 177900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1780 | REF: TXN-00023140 | AMOUNT: Rs. 178000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1781 | REF: TXN-00023153 | AMOUNT: Rs. 178100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1782 | REF: TXN-00023166 | AMOUNT: Rs. 178200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1783 | REF: TXN-00023179 | AMOUNT: Rs. 178300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1784 | REF: TXN-00023192 | AMOUNT: Rs. 178400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1785 | REF: TXN-00023205 | AMOUNT: Rs. 178500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1786 | REF: TXN-00023218 | AMOUNT: Rs. 178600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1787 | REF: TXN-00023231 | AMOUNT: Rs. 178700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1788 | REF: TXN-00023244 | AMOUNT: Rs. 178800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1789 | REF: TXN-00023257 | AMOUNT: Rs. 178900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1790 | REF: TXN-00023270 | AMOUNT: Rs. 179000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1791 | REF: TXN-00023283 | AMOUNT: Rs. 179100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1792 | REF: TXN-00023296 | AMOUNT: Rs. 179200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1793 | REF: TXN-00023309 | AMOUNT: Rs. 179300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1794 | REF: TXN-00023322 | AMOUNT: Rs. 179400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1795 | REF: TXN-00023335 | AMOUNT: Rs. 179500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1796 | REF: TXN-00023348 | AMOUNT: Rs. 179600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1797 | REF: TXN-00023361 | AMOUNT: Rs. 179700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1798 | REF: TXN-00023374 | AMOUNT: Rs. 179800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1799 | REF: TXN-00023387 | AMOUNT: Rs. 179900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1800 | REF: TXN-00023400 | AMOUNT: Rs. 180000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1801 | REF: TXN-00023413 | AMOUNT: Rs. 180100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1802 | REF: TXN-00023426 | AMOUNT: Rs. 180200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1803 | REF: TXN-00023439 | AMOUNT: Rs. 180300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1804 | REF: TXN-00023452 | AMOUNT: Rs. 180400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1805 | REF: TXN-00023465 | AMOUNT: Rs. 180500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1806 | REF: TXN-00023478 | AMOUNT: Rs. 180600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1807 | REF: TXN-00023491 | AMOUNT: Rs. 180700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1808 | REF: TXN-00023504 | AMOUNT: Rs. 180800.00 | STATUS: CLEARED
